timestamp,temperature_c,humidity_pct,fridge_power_w,front_door_open,fire_alarm,anomaly_class,user_id
2025-01-01 00:00:00,18.8,43.85,153.5,0,0,0,33
2025-01-01 00:05:00,18.93,42.18,152.9,0,0,0,33
2025-01-01 00:10:00,17.85,43.76,154.1,0,0,0,33
2025-01-01 00:15:00,19.69,42.96,160.3,0,0,0,33
2025-01-01 00:20:00,17.93,40.64,163.3,0,0,0,33
2025-01-01 00:25:00,18.37,44.32,159.4,0,0,0,33
2025-01-01 00:30:00,19.0,41.94,156.6,0,0,0,33
2025-01-01 00:35:00,18.09,41.05,155.1,0,0,0,33
2025-01-01 00:40:00,18.14,42.47,159.3,0,0,0,33
2025-01-01 00:45:00,18.18,46.08,160.3,0,0,0,33
2025-01-01 00:50:00,18.87,46.87,154.6,0,0,0,33
2025-01-01 00:55:00,19.71,45.74,166.1,0,0,0,33
2025-01-01 01:00:00,18.55,41.95,164.3,0,0,0,33
2025-01-01 01:05:00,17.94,40.89,159.7,0,0,0,33
2025-01-01 01:10:00,18.74,43.63,163.5,0,0,0,33
2025-01-01 01:15:00,18.14,42.62,156.9,0,0,0,33
2025-01-01 01:20:00,18.4,43.22,148.9,0,0,0,33
2025-01-01 01:25:00,18.97,40.68,153.4,0,0,0,33
2025-01-01 01:30:00,17.98,41.17,157.2,0,0,0,33
2025-01-01 01:35:00,18.34,40.79,144.2,0,0,0,33
2025-01-01 01:40:00,17.87,44.49,137.3,0,0,0,33
2025-01-01 01:45:00,18.21,45.07,147.0,0,0,0,33
2025-01-01 01:50:00,18.4,41.58,132.3,0,0,0,33
2025-01-01 01:55:00,17.75,44.11,134.7,0,0,0,33
2025-01-01 02:00:00,18.06,44.23,140.8,0,0,0,33
2025-01-01 02:05:00,18.1,41.46,136.5,0,0,0,33
2025-01-01 02:10:00,17.88,42.96,147.0,0,0,0,33
2025-01-01 02:15:00,17.59,44.57,138.7,0,0,0,33
2025-01-01 02:20:00,17.46,40.92,142.3,0,0,0,33
2025-01-01 02:25:00,18.09,45.44,145.5,0,0,0,33
2025-01-01 02:30:00,18.02,42.53,141.3,0,0,0,33
2025-01-01 02:35:00,19.26,43.06,145.0,0,0,0,33
2025-01-01 02:40:00,16.92,42.46,134.9,0,0,0,33
2025-01-01 02:45:00,18.19,39.98,155.8,0,0,0,33
2025-01-01 02:50:00,18.32,43.62,147.9,0,0,0,33
2025-01-01 02:55:00,18.81,42.93,147.9,0,0,0,33
2025-01-01 03:00:00,18.38,42.12,147.8,0,0,0,33
2025-01-01 03:05:00,17.71,42.5,153.7,0,0,0,33
2025-01-01 03:10:00,18.13,43.78,151.2,0,0,0,33
2025-01-01 03:15:00,18.41,42.65,156.6,0,0,0,33
2025-01-01 03:20:00,17.98,41.88,153.4,0,0,0,33
2025-01-01 03:25:00,18.53,43.11,150.3,0,0,0,33
2025-01-01 03:30:00,17.22,44.45,154.1,0,0,0,33
2025-01-01 03:35:00,19.03,43.02,154.0,0,0,0,33
2025-01-01 03:40:00,18.91,41.35,159.9,0,0,0,33
2025-01-01 03:45:00,18.02,44.61,158.2,0,0,0,33
2025-01-01 03:50:00,18.51,42.35,154.2,0,0,0,33
2025-01-01 03:55:00,18.24,44.12,157.3,0,0,0,33
2025-01-01 04:00:00,17.82,42.65,151.2,0,0,0,33
2025-01-01 04:05:00,18.29,41.06,152.7,0,0,0,33
2025-01-01 04:10:00,18.77,40.39,149.8,0,0,0,33
2025-01-01 04:15:00,18.1,41.14,151.5,0,0,0,33
2025-01-01 04:20:00,18.12,42.48,143.2,0,0,0,33
2025-01-01 04:25:00,18.3,38.44,145.0,0,0,0,33
2025-01-01 04:30:00,18.57,43.71,143.9,0,0,0,33
2025-01-01 04:35:00,19.02,45.14,137.0,0,0,0,33
2025-01-01 04:40:00,18.09,42.46,141.3,0,0,0,33
2025-01-01 04:45:00,18.69,40.73,139.6,0,0,0,33
2025-01-01 04:50:00,18.58,39.61,143.5,0,0,0,33
2025-01-01 04:55:00,17.57,43.4,132.8,0,0,0,33
2025-01-01 05:00:00,18.32,43.77,130.7,0,0,0,33
2025-01-01 05:05:00,18.5,43.06,130.0,0,0,0,33
2025-01-01 05:10:00,18.58,44.34,139.5,0,0,0,33
2025-01-01 05:15:00,18.8,41.6,136.4,0,0,0,33
2025-01-01 05:20:00,17.65,42.44,135.1,0,0,0,33
2025-01-01 05:25:00,18.73,43.5,142.5,0,0,0,33
2025-01-01 05:30:00,18.41,42.49,147.0,0,0,0,33
2025-01-01 05:35:00,18.07,43.92,153.7,0,0,0,33
2025-01-01 05:40:00,19.09,43.94,152.3,0,0,0,33
2025-01-01 05:45:00,19.24,42.4,144.7,0,0,0,33
2025-01-01 05:50:00,18.59,41.02,157.0,0,0,0,33
2025-01-01 05:55:00,19.38,41.5,147.7,0,0,0,33
2025-01-01 06:00:00,18.82,45.14,155.2,0,0,0,33
2025-01-01 06:05:00,19.09,40.54,158.4,0,0,0,33
2025-01-01 06:10:00,18.55,43.06,148.5,0,0,0,33
2025-01-01 06:15:00,19.94,40.95,157.5,0,0,0,33
2025-01-01 06:20:00,17.87,47.56,158.0,0,0,0,33
2025-01-01 06:25:00,19.21,41.68,168.8,0,0,0,33
2025-01-01 06:30:00,19.65,44.21,154.9,0,0,0,33
2025-01-01 06:35:00,18.34,41.01,161.5,0,0,0,33
2025-01-01 06:40:00,19.31,49.33,156.2,0,0,0,33
2025-01-01 06:45:00,19.42,40.27,156.6,0,0,0,33
2025-01-01 06:50:00,19.93,43.66,150.4,0,0,0,33
2025-01-01 06:55:00,20.2,40.44,158.5,0,0,0,33
2025-01-01 07:00:00,19.43,66.7,158.3,0,0,0,33
2025-01-01 07:05:00,18.99,69.94,156.3,0,0,0,33
2025-01-01 07:10:00,20.43,62.59,140.0,0,0,0,33
2025-01-01 07:15:00,20.41,68.54,137.4,0,0,0,33
2025-01-01 07:20:00,19.63,64.71,144.6,0,0,0,33
2025-01-01 07:25:00,20.1,69.22,148.9,0,0,0,33
2025-01-01 07:30:00,20.17,75.76,145.8,0,0,0,33
2025-01-01 07:35:00,20.32,65.88,139.1,0,0,0,33
2025-01-01 07:40:00,20.2,73.06,135.9,0,0,0,33
2025-01-01 07:45:00,20.87,69.9,147.0,0,0,0,33
2025-01-01 07:50:00,19.36,68.29,145.2,0,0,0,33
2025-01-01 07:55:00,20.81,68.07,134.3,0,0,0,33
2025-01-01 08:00:00,20.54,43.73,137.8,1,0,0,33
2025-01-01 08:05:00,20.31,42.87,138.2,1,0,0,33
2025-01-01 08:10:00,21.07,42.86,149.9,0,0,0,33
2025-01-01 08:15:00,19.37,41.38,144.1,0,0,0,33
2025-01-01 08:20:00,21.19,42.14,147.6,0,0,0,33
2025-01-01 08:25:00,20.87,43.91,139.1,0,0,0,33
2025-01-01 08:30:00,20.17,41.1,146.6,0,0,0,33
2025-01-01 08:35:00,21.02,41.91,146.4,0,0,0,33
2025-01-01 08:40:00,20.72,43.09,149.5,0,0,0,33
2025-01-01 08:45:00,22.23,43.6,152.6,0,0,0,33
2025-01-01 08:50:00,21.92,43.72,151.9,0,0,0,33
2025-01-01 08:55:00,21.28,42.54,148.6,0,0,0,33
2025-01-01 09:00:00,20.77,38.88,161.0,0,0,0,33
2025-01-01 09:05:00,20.9,44.47,151.7,0,0,0,33
2025-01-01 09:10:00,21.1,44.95,153.2,0,1,5,33
2025-01-01 09:15:00,21.04,45.33,148.6,0,1,5,33
2025-01-01 09:20:00,20.94,43.62,159.7,0,1,5,33
2025-01-01 09:25:00,21.16,44.63,158.5,0,0,0,33
2025-01-01 09:30:00,21.38,42.35,154.2,0,0,0,33
2025-01-01 09:35:00,21.33,40.72,152.4,0,0,0,33
2025-01-01 09:40:00,21.3,42.59,156.5,0,0,0,33
2025-01-01 09:45:00,21.25,42.45,152.9,0,0,0,33
2025-01-01 09:50:00,23.05,44.93,147.8,0,0,0,33
2025-01-01 09:55:00,21.11,44.53,153.5,0,0,0,33
2025-01-01 10:00:00,21.39,41.9,154.0,0,0,0,33
2025-01-01 10:05:00,22.18,42.09,149.5,0,0,0,33
2025-01-01 10:10:00,21.87,42.84,150.1,0,0,0,33
2025-01-01 10:15:00,22.3,43.07,145.3,0,0,0,33
2025-01-01 10:20:00,22.55,45.75,150.2,0,0,0,33
2025-01-01 10:25:00,22.85,41.94,145.6,0,0,0,33
2025-01-01 10:30:00,22.65,45.49,138.2,0,0,0,33
2025-01-01 10:35:00,21.84,40.14,144.5,0,0,0,33
2025-01-01 10:40:00,22.95,41.56,140.2,0,0,0,33
2025-01-01 10:45:00,21.57,46.24,135.5,0,0,0,33
2025-01-01 10:50:00,22.46,43.69,134.7,0,0,0,33
2025-01-01 10:55:00,22.32,43.11,137.0,0,0,0,33
2025-01-01 11:00:00,22.1,44.08,129.3,0,0,0,33
2025-01-01 11:05:00,22.98,42.48,136.2,0,0,0,33
