timestamp,hours,temperature_c,humidity_pct,fridge_power_w,front_door_open,fire_alarm,anomaly_class
2025-01-01 00:00:00,0,16.21,31.51,155.3,0,0,0
2025-01-01 01:00:00,1,15.63,28.66,152.9,0,0,0
2025-01-01 02:00:00,2,15.36,24.99,154.7,0,0,0
2025-01-01 03:00:00,3,15.01,35.1,154.1,0,0,0
2025-01-01 04:00:00,4,14.91,29.62,153.8,0,0,0
2025-01-01 05:00:00,5,15.62,26.4,155.6,0,0,0
2025-01-01 06:00:00,6,15.89,31.43,155.2,0,0,0
2025-01-01 07:00:00,7,16.4,57.61,155.3,0,0,0
2025-01-01 08:00:00,8,17.37,25.93,155.8,1,0,0
2025-01-01 09:00:00,9,18.24,29.11,154.5,0,0,0
2025-01-01 10:00:00,10,19.01,36.63,154.0,0,0,0
2025-01-01 11:00:00,11,19.73,34.62,155.4,0,0,0
2025-01-01 12:00:00,12,20.41,32.41,156.1,0,0,0
2025-01-01 13:00:00,13,20.69,28.71,154.9,0,0,0
2025-01-01 14:00:00,14,21.23,30.1,155.3,0,0,0
2025-01-01 15:00:00,15,21.34,27.76,156.4,0,0,0
2025-01-01 16:00:00,16,21.05,33.18,156.7,0,0,0
2025-01-01 17:00:00,17,20.63,26.0,156.8,0,0,0
2025-01-01 18:00:00,18,20.46,28.86,156.6,1,0,0
2025-01-01 19:00:00,19,19.48,46.43,157.0,0,0,0
2025-01-01 20:00:00,20,19.01,33.09,156.3,0,0,0
2025-01-01 21:00:00,21,18.42,24.0,156.3,0,0,0
2025-01-01 22:00:00,22,17.13,49.32,156.5,0,0,0
2025-01-01 23:00:00,23,16.82,29.47,156.0,0,0,0
2025-01-02 00:00:00,0,16.29,27.54,156.2,0,0,0
2025-01-02 01:00:00,1,15.81,26.39,157.9,0,0,0
2025-01-02 02:00:00,2,15.33,27.39,156.7,0,0,0
2025-01-02 03:00:00,3,15.51,25.25,155.5,0,0,0
2025-01-02 04:00:00,4,15.67,27.6,156.8,0,0,0
2025-01-02 05:00:00,5,15.43,24.96,156.5,0,0,0
2025-01-02 06:00:00,6,16.09,20.08,158.9,0,0,0
2025-01-02 07:00:00,7,16.79,57.58,157.1,0,0,0
2025-01-02 08:00:00,8,17.47,32.98,156.5,1,0,0
2025-01-02 09:00:00,9,18.39,24.04,157.5,0,0,0
2025-01-02 10:00:00,10,18.7,28.0,156.5,0,0,0
2025-01-02 11:00:00,11,19.45,31.34,158.0,0,0,0
2025-01-02 12:00:00,12,20.42,31.09,156.9,0,0,0
2025-01-02 13:00:00,13,20.73,30.28,157.9,0,0,0
2025-01-02 14:00:00,14,21.07,31.4,158.7,0,0,0
2025-01-02 15:00:00,15,21.09,31.43,157.0,0,0,0
2025-01-02 16:00:00,16,21.09,32.89,159.4,0,0,0
2025-01-02 17:00:00,17,20.84,22.99,157.1,0,0,0
2025-01-02 18:00:00,18,20.06,32.01,157.8,1,0,0
2025-01-02 19:00:00,19,19.92,53.57,156.5,0,0,0
2025-01-02 20:00:00,20,18.95,28.08,156.9,0,0,0
2025-01-02 21:00:00,21,18.44,27.68,158.0,0,0,0
2025-01-02 22:00:00,22,17.66,55.1,157.0,0,0,0
2025-01-02 23:00:00,23,16.81,28.08,157.0,0,0,0
2025-01-03 00:00:00,0,16.38,26.9,158.3,0,0,0
2025-01-03 01:00:00,1,15.55,32.62,158.1,0,0,0
2025-01-03 02:00:00,2,15.47,27.87,158.8,0,0,0
2025-01-03 03:00:00,3,15.38,29.21,159.4,0,0,0
2025-01-03 04:00:00,4,15.25,30.06,158.5,0,0,0
2025-01-03 05:00:00,5,15.86,29.44,158.2,0,0,0
2025-01-03 06:00:00,6,16.23,28.25,159.2,0,0,0
2025-01-03 07:00:00,7,16.65,47.72,159.0,0,0,0
2025-01-03 08:00:00,8,17.53,27.2,159.7,1,0,0
2025-01-03 09:00:00,9,18.4,31.65,159.7,0,0,0
2025-01-03 10:00:00,10,18.91,37.94,159.5,0,0,0
2025-01-03 11:00:00,11,19.64,28.83,159.3,0,0,0
2025-01-03 12:00:00,12,20.5,28.85,158.7,0,0,0
2025-01-03 13:00:00,13,20.57,28.38,157.9,0,0,0
2025-01-03 14:00:00,14,20.95,33.65,159.4,0,0,0
2025-01-03 15:00:00,15,21.01,33.24,159.2,0,0,0
2025-01-03 16:00:00,16,20.95,28.78,158.6,0,0,0
2025-01-03 17:00:00,17,20.68,34.76,157.5,0,0,0
2025-01-03 18:00:00,18,20.28,33.71,159.9,1,0,0
2025-01-03 19:00:00,19,19.96,50.65,159.4,0,0,0
2025-01-03 20:00:00,20,18.6,31.28,159.7,0,0,0
2025-01-03 21:00:00,21,18.31,35.24,158.2,0,0,0
2025-01-03 22:00:00,22,17.7,63.22,159.2,0,0,0
2025-01-03 23:00:00,23,16.97,32.37,158.7,0,0,0
2025-01-04 00:00:00,0,16.29,25.68,159.8,0,0,0
2025-01-04 01:00:00,1,15.63,32.7,159.6,0,0,0
2025-01-04 02:00:00,2,15.27,32.64,159.7,0,0,0
2025-01-04 03:00:00,3,15.55,24.15,158.7,0,0,0
2025-01-04 04:00:00,4,15.06,33.22,160.2,0,0,0
2025-01-04 05:00:00,5,15.41,33.87,158.6,0,0,0
2025-01-04 06:00:00,6,16.06,32.87,158.1,0,0,0
2025-01-04 07:00:00,7,16.88,45.38,159.5,0,0,0
2025-01-04 08:00:00,8,17.37,23.51,159.5,1,0,0
2025-01-04 09:00:00,9,18.15,31.62,158.8,0,0,0
2025-01-04 10:00:00,10,18.9,29.03,159.8,0,0,0
2025-01-04 11:00:00,11,19.82,37.1,159.9,0,0,0
2025-01-04 12:00:00,12,19.85,32.35,159.6,0,0,0
2025-01-04 13:00:00,13,20.86,33.02,159.3,0,0,0
2025-01-04 14:00:00,14,20.94,29.65,159.9,1,0,0
2025-01-04 15:00:00,15,21.03,32.47,158.8,0,0,0
2025-01-04 16:00:00,16,21.35,32.8,159.1,0,0,0
2025-01-04 17:00:00,17,20.39,36.04,158.7,0,0,0
2025-01-04 18:00:00,18,20.35,35.7,160.2,1,0,0
2025-01-04 19:00:00,19,19.86,56.56,159.8,0,0,0
2025-01-04 20:00:00,20,19.08,33.74,160.0,0,0,0
2025-01-04 21:00:00,21,18.25,21.11,159.3,0,0,0
