timestamp,hours,temperature_c,humidity_pct,fridge_power_w,front_door_open,fire_alarm,anomaly_class
2025-01-01 00:00:00,0,14.96,41.82,167.1,0,0,0
2025-01-01 01:00:00,1,13.57,48.5,167.8,0,0,0
2025-01-01 02:00:00,2,15.25,41.89,165.7,0,0,0
2025-01-01 03:00:00,3,12.52,41.97,165.2,0,0,0
2025-01-01 04:00:00,4,14.14,45.47,163.7,0,0,0
2025-01-01 05:00:00,5,13.08,42.54,167.0,0,0,0
2025-01-01 06:00:00,6,13.82,47.12,163.9,0,0,0
2025-01-01 07:00:00,7,15.95,70.85,164.9,0,0,0
2025-01-01 08:00:00,8,15.77,54.86,164.3,1,0,0
2025-01-01 09:00:00,9,16.57,45.9,161.4,0,0,0
2025-01-01 10:00:00,10,17.0,41.27,162.2,0,0,0
2025-01-01 11:00:00,11,16.53,48.48,159.7,0,0,0
2025-01-01 12:00:00,12,17.47,42.9,160.9,0,0,0
2025-01-01 13:00:00,13,18.95,45.04,163.0,0,0,0
2025-01-01 14:00:00,14,18.66,38.61,161.7,0,0,0
2025-01-01 15:00:00,15,19.27,45.06,168.1,0,0,0
2025-01-01 16:00:00,16,18.72,39.24,169.3,0,0,0
2025-01-01 17:00:00,17,17.78,38.58,165.0,0,0,0
2025-01-01 18:00:00,18,18.51,45.05,167.8,1,0,0
2025-01-01 19:00:00,19,17.37,64.07,162.9,0,0,0
2025-01-01 20:00:00,20,17.41,42.7,165.1,0,0,0
2025-01-01 21:00:00,21,16.23,43.82,170.2,0,0,0
2025-01-01 22:00:00,22,15.47,68.09,167.0,0,0,0
2025-01-01 23:00:00,23,15.22,41.63,165.5,0,0,0
2025-01-02 00:00:00,0,14.07,42.96,172.9,0,0,0
2025-01-02 01:00:00,1,13.61,43.17,165.4,0,0,0
2025-01-02 02:00:00,2,13.2,36.92,164.3,0,0,0
2025-01-02 03:00:00,3,13.49,45.02,166.8,0,0,0
2025-01-02 04:00:00,4,14.21,37.08,166.7,0,0,0
2025-01-02 05:00:00,5,14.38,38.49,165.3,0,0,0
2025-01-02 06:00:00,6,13.82,45.11,167.5,0,0,0
2025-01-02 07:00:00,7,15.44,70.48,164.3,0,0,0
2025-01-02 08:00:00,8,15.99,47.87,159.7,1,0,0
2025-01-02 09:00:00,9,16.51,36.27,165.8,0,0,0
2025-01-02 10:00:00,10,16.96,40.2,164.5,0,0,0
2025-01-02 11:00:00,11,17.68,37.46,170.1,0,0,0
2025-01-02 12:00:00,12,18.73,44.02,171.7,0,0,0
2025-01-02 13:00:00,13,18.73,41.14,172.4,0,0,0
2025-01-02 14:00:00,14,18.51,44.22,161.2,0,0,0
2025-01-02 15:00:00,15,18.76,49.69,165.7,0,0,0
2025-01-02 16:00:00,16,18.99,40.08,168.5,0,0,0
2025-01-02 17:00:00,17,17.91,50.11,166.7,0,0,0
2025-01-02 18:00:00,18,17.62,48.52,168.8,1,0,0
2025-01-02 19:00:00,19,16.32,66.12,170.0,0,0,0
2025-01-02 20:00:00,20,17.82,41.65,174.8,0,0,0
2025-01-02 21:00:00,21,16.08,41.32,165.8,0,0,0
2025-01-02 22:00:00,22,15.71,64.93,171.2,0,0,0
2025-01-02 23:00:00,23,14.72,45.86,166.5,0,0,0
2025-01-03 00:00:00,0,14.38,45.64,166.7,0,0,0
2025-01-03 01:00:00,1,12.82,45.93,162.0,0,0,0
2025-01-03 02:00:00,2,13.82,51.13,164.9,0,0,0
2025-01-03 03:00:00,3,14.52,44.8,174.6,0,0,0
2025-01-03 04:00:00,4,13.67,37.58,167.1,0,0,0
2025-01-03 05:00:00,5,14.19,40.17,167.3,0,0,0
2025-01-03 06:00:00,6,13.78,40.23,171.9,0,0,0
2025-01-03 07:00:00,7,14.11,74.01,168.0,0,0,0
2025-01-03 08:00:00,8,15.73,39.56,169.8,1,0,0
2025-01-03 09:00:00,9,15.37,39.14,172.3,0,0,0
2025-01-03 10:00:00,10,16.61,43.2,164.0,0,0,0
2025-01-03 11:00:00,11,17.5,44.11,171.9,0,0,0
2025-01-03 12:00:00,12,18.3,44.13,168.1,0,0,0
2025-01-03 13:00:00,13,18.73,44.86,172.7,0,0,0
2025-01-03 14:00:00,14,17.88,38.39,171.6,0,0,0
2025-01-03 15:00:00,15,19.18,45.18,165.6,0,0,0
2025-01-03 16:00:00,16,19.07,42.24,168.0,0,0,0
2025-01-03 17:00:00,17,18.14,38.28,160.5,0,0,0
2025-01-03 18:00:00,18,18.39,44.23,173.7,1,0,0
2025-01-03 19:00:00,19,17.43,75.01,167.6,0,0,0
2025-01-03 20:00:00,20,18.38,42.55,170.3,0,0,0
2025-01-03 21:00:00,21,15.87,40.67,172.2,0,0,0
2025-01-03 22:00:00,22,15.33,75.11,167.1,0,0,0
2025-01-03 23:00:00,23,15.8,47.67,168.3,0,0,0
2025-01-04 00:00:00,0,14.09,50.33,166.8,0,0,0
2025-01-04 01:00:00,1,13.61,36.63,170.1,0,0,0
2025-01-04 02:00:00,2,13.94,49.16,172.6,0,0,0
2025-01-04 03:00:00,3,13.63,37.41,172.2,0,0,0
2025-01-04 04:00:00,4,14.19,43.56,165.8,0,0,0
2025-01-04 05:00:00,5,13.91,40.76,172.2,0,0,0
2025-01-04 06:00:00,6,13.82,44.09,170.0,0,0,0
2025-01-04 07:00:00,7,14.83,65.69,173.1,0,0,0
2025-01-04 08:00:00,8,15.45,43.97,168.4,1,0,0
2025-01-04 09:00:00,9,15.03,34.9,175.6,0,0,0
2025-01-04 10:00:00,10,16.97,39.61,164.0,0,0,0
2025-01-04 11:00:00,11,16.54,43.63,171.7,0,0,0
2025-01-04 12:00:00,12,19.36,37.32,169.0,0,0,0
2025-01-04 13:00:00,13,17.97,41.62,167.0,1,0,0
2025-01-04 14:00:00,14,18.73,38.2,171.9,0,0,0
2025-01-04 15:00:00,15,18.7,43.02,166.7,0,0,0
2025-01-04 16:00:00,16,18.8,38.59,175.1,0,0,0
2025-01-04 17:00:00,17,17.16,42.79,174.2,0,0,0
2025-01-04 18:00:00,18,17.92,35.23,168.6,1,0,0
2025-01-04 19:00:00,19,17.19,65.84,171.2,0,0,0
2025-01-04 20:00:00,20,17.22,43.97,163.1,0,0,0
2025-01-04 21:00:00,21,16.02,36.07,165.8,0,0,0
2025-01-04 22:00:00,22,15.26,71.83,166.2,0,0,0
2025-01-04 23:00:00,23,14.49,43.55,169.2,0,0,0
2025-01-05 00:00:00,0,15.01,45.6,167.0,0,0,0
2025-01-05 01:00:00,1,13.72,41.59,168.2,0,0,0
2025-01-05 02:00:00,2,12.72,42.84,166.9,0,0,0
2025-01-05 03:00:00,3,13.6,46.53,171.6,0,0,0
2025-01-05 04:00:00,4,13.31,48.82,172.5,0,0,0
2025-01-05 05:00:00,5,14.83,37.72,170.6,0,0,0
2025-01-05 06:00:00,6,14.46,41.25,174.3,0,0,0
2025-01-05 07:00:00,7,14.38,65.46,172.3,0,0,0
2025-01-05 08:00:00,8,15.68,44.68,172.1,1,0,0
2025-01-05 09:00:00,9,17.59,42.7,177.1,0,0,0
2025-01-05 10:00:00,10,17.06,38.83,172.0,0,0,0
2025-01-05 11:00:00,11,18.01,45.96,174.6,0,0,0
2025-01-05 12:00:00,12,18.02,42.09,165.2,0,0,0
2025-01-05 13:00:00,13,18.47,48.1,170.2,0,0,0
2025-01-05 14:00:00,14,18.48,40.17,168.7,0,0,0
2025-01-05 15:00:00,15,19.11,45.16,173.2,0,0,0
2025-01-05 16:00:00,16,18.18,40.88,170.9,0,0,0
2025-01-05 17:00:00,17,19.26,43.61,173.4,0,0,0
2025-01-05 18:00:00,18,17.86,41.69,173.8,1,0,0
2025-01-05 19:00:00,19,17.4,73.48,169.8,0,0,0
2025-01-05 20:00:00,20,17.77,48.49,174.3,0,0,0
2025-01-05 21:00:00,21,16.27,43.62,173.4,0,0,0
2025-01-05 22:00:00,22,15.22,63.89,172.7,0,0,0
2025-01-05 23:00:00,23,15.97,43.96,170.1,0,0,0
2025-01-06 00:00:00,0,13.92,42.29,170.5,0,0,0
2025-01-06 01:00:00,1,13.86,42.73,167.5,0,0,0
2025-01-06 02:00:00,2,13.42,35.54,176.3,0,0,0
2025-01-06 03:00:00,3,13.09,33.8,174.2,0,0,0
2025-01-06 04:00:00,4,14.53,45.58,163.5,0,0,0
2025-01-06 05:00:00,5,14.16,35.03,166.6,0,0,0
2025-01-06 06:00:00,6,14.49,40.16,168.3,0,0,0
2025-01-06 07:00:00,7,15.4,61.34,167.3,0,0,0
2025-01-06 08:00:00,8,16.26,38.87,170.1,1,0,0
2025-01-06 09:00:00,9,16.15,45.9,169.4,0,0,0
2025-01-06 10:00:00,10,17.49,43.55,167.4,0,0,0
2025-01-06 11:00:00,11,18.16,40.45,168.5,0,0,0
2025-01-06 12:00:00,12,17.98,40.06,164.8,0,0,0
2025-01-06 13:00:00,13,18.79,47.97,176.6,0,0,0
2025-01-06 14:00:00,14,18.48,35.56,167.8,0,0,0
2025-01-06 15:00:00,15,19.55,43.24,170.6,0,0,0
2025-01-06 16:00:00,16,19.0,38.11,165.2,0,0,0
2025-01-06 17:00:00,17,18.25,42.75,165.9,0,0,0
2025-01-06 18:00:00,18,18.17,44.52,171.7,1,0,0
2025-01-06 19:00:00,19,16.12,63.59,165.7,0,0,0
2025-01-06 20:00:00,20,16.58,38.84,164.6,0,0,0
2025-01-06 21:00:00,21,16.02,44.79,168.0,0,0,0
2025-01-06 22:00:00,22,16.14,61.86,165.4,0,0,0
2025-01-06 23:00:00,23,14.71,39.68,159.4,0,0,0
2025-01-07 00:00:00,0,14.03,43.58,167.0,0,0,0
2025-01-07 01:00:00,1,14.38,39.8,170.6,0,0,0
2025-01-07 02:00:00,2,13.39,46.25,173.9,0,0,0
2025-01-07 03:00:00,3,13.53,40.1,165.4,0,0,0
2025-01-07 04:00:00,4,13.81,49.69,176.1,0,0,0
2025-01-07 05:00:00,5,13.28,50.4,173.0,0,0,0
2025-01-07 06:00:00,6,14.02,50.05,168.8,0,0,0
2025-01-07 07:00:00,7,14.93,72.46,166.7,0,0,0
2025-01-07 08:00:00,8,15.41,41.73,171.4,1,0,0
2025-01-07 09:00:00,9,15.13,45.37,170.2,0,0,0
2025-01-07 10:00:00,10,16.59,43.26,172.8,0,0,0
2025-01-07 11:00:00,11,17.35,39.53,168.2,0,0,0
2025-01-07 12:00:00,12,18.74,40.2,172.1,0,0,0
2025-01-07 13:00:00,13,18.5,46.53,170.1,0,0,0
2025-01-07 14:00:00,14,18.39,41.23,167.8,0,0,0
2025-01-07 15:00:00,15,19.56,50.21,157.7,0,0,0
2025-01-07 16:00:00,16,19.21,42.5,169.5,0,0,0
2025-01-07 17:00:00,17,19.42,40.7,170.1,0,0,0
2025-01-07 18:00:00,18,18.47,38.22,164.5,1,0,0
2025-01-07 19:00:00,19,16.58,74.57,174.5,0,0,0
2025-01-07 20:00:00,20,17.45,37.64,165.6,0,0,0
2025-01-07 21:00:00,21,15.75,41.05,161.4,0,0,0
2025-01-07 22:00:00,22,14.96,69.84,161.7,0,0,0
2025-01-07 23:00:00,23,15.16,44.82,166.4,0,0,0
2025-01-08 00:00:00,0,14.59,44.46,173.8,0,0,0
2025-01-08 01:00:00,1,14.86,41.95,166.7,0,0,0
2025-01-08 02:00:00,2,13.01,42.66,167.3,0,0,0
2025-01-08 03:00:00,3,13.14,41.81,164.2,0,0,0
2025-01-08 04:00:00,4,5.05,42.0,167.9,0,0,1
2025-01-08 05:00:00,5,5.4,44.07,169.6,0,0,1
2025-01-08 06:00:00,6,5.57,40.8,161.1,0,0,1
2025-01-08 07:00:00,7,6.2,63.65,170.1,0,0,1
2025-01-08 08:00:00,8,7.17,50.39,159.6,1,0,1
2025-01-08 09:00:00,9,8.11,42.95,171.2,0,0,1
2025-01-08 10:00:00,10,8.63,40.83,167.5,0,0,1
2025-01-08 11:00:00,11,9.44,44.94,166.4,0,0,1
2025-01-08 12:00:00,12,8.64,36.15,166.8,0,0,1
2025-01-08 13:00:00,13,9.84,41.87,171.4,0,0,1
2025-01-08 14:00:00,14,9.63,40.41,165.7,0,0,1
2025-01-08 15:00:00,15,9.94,43.1,163.0,0,0,1
2025-01-08 16:00:00,16,10.11,44.82,163.8,0,0,1
2025-01-08 17:00:00,17,9.87,45.76,163.4,0,0,1
2025-01-08 18:00:00,18,9.35,42.19,161.7,1,0,1
2025-01-08 19:00:00,19,8.85,62.59,170.0,0,0,1
2025-01-08 20:00:00,20,7.36,43.49,165.7,0,0,1
2025-01-08 21:00:00,21,6.76,51.92,165.4,0,0,1
2025-01-08 22:00:00,22,6.22,73.11,167.1,0,0,1
2025-01-08 23:00:00,23,5.29,46.87,171.0,0,0,1
2025-01-09 00:00:00,0,4.5,40.09,166.7,0,0,1
2025-01-09 01:00:00,1,5.84,48.29,171.8,0,0,1
2025-01-09 02:00:00,2,3.8,40.4,168.9,0,0,1
2025-01-09 03:00:00,3,3.96,41.1,163.5,0,0,1
2025-01-09 04:00:00,4,4.97,38.43,166.0,0,0,1
2025-01-09 05:00:00,5,4.56,41.15,166.9,0,0,1
2025-01-09 06:00:00,6,5.8,44.02,159.6,0,0,1
2025-01-09 07:00:00,7,6.03,67.41,172.0,0,0,1
2025-01-09 08:00:00,8,6.49,49.68,167.5,1,0,1
2025-01-09 09:00:00,9,7.66,36.45,163.9,0,0,1
2025-01-09 10:00:00,10,8.82,39.71,166.3,0,0,1
2025-01-09 11:00:00,11,8.83,44.54,169.0,0,0,1
2025-01-09 12:00:00,12,8.88,38.41,163.1,0,0,1
2025-01-09 13:00:00,13,10.3,45.98,163.2,0,0,1
2025-01-09 14:00:00,14,9.52,39.47,163.1,0,0,1
2025-01-09 15:00:00,15,9.94,41.09,165.0,0,0,1
2025-01-09 16:00:00,16,10.53,36.99,160.3,0,0,1
2025-01-09 17:00:00,17,9.42,44.23,166.7,0,0,1
2025-01-09 18:00:00,18,9.18,42.36,162.5,1,0,1
2025-01-09 19:00:00,19,8.78,65.58,166.0,0,0,1
2025-01-09 20:00:00,20,7.79,38.92,165.0,0,0,1
2025-01-09 21:00:00,21,6.97,48.28,169.2,0,0,1
2025-01-09 22:00:00,22,6.88,65.68,166.3,0,0,1
2025-01-09 23:00:00,23,6.15,49.24,170.7,0,0,1
2025-01-10 00:00:00,0,5.31,41.16,165.4,0,0,1
2025-01-10 01:00:00,1,5.57,39.08,159.5,0,0,1
2025-01-10 02:00:00,2,4.47,36.04,163.7,0,0,1
2025-01-10 03:00:00,3,4.05,46.24,160.9,0,0,1
2025-01-10 04:00:00,4,4.54,42.24,165.5,0,0,1
2025-01-10 05:00:00,5,4.86,41.28,169.0,0,0,1
2025-01-10 06:00:00,6,6.24,41.49,164.5,0,0,1
2025-01-10 07:00:00,7,6.19,62.65,161.8,0,0,1
2025-01-10 08:00:00,8,6.33,46.36,161.0,1,0,1
2025-01-10 09:00:00,9,7.55,41.93,160.2,0,0,1
2025-01-10 10:00:00,10,8.24,45.84,162.6,0,0,1
2025-01-10 11:00:00,11,9.01,36.82,166.4,0,0,1
2025-01-10 12:00:00,12,9.24,45.52,167.2,0,0,1
2025-01-10 13:00:00,13,9.49,40.92,164.5,0,0,1
2025-01-10 14:00:00,14,10.02,40.75,166.7,0,0,1
2025-01-10 15:00:00,15,9.71,48.62,163.6,0,0,1
2025-01-10 16:00:00,16,9.97,44.93,157.4,0,0,1
2025-01-10 17:00:00,17,9.33,41.03,160.4,0,0,1
2025-01-10 18:00:00,18,8.89,41.57,163.0,1,0,1
2025-01-10 19:00:00,19,10.55,67.53,160.8,0,0,1
2025-01-10 20:00:00,20,7.52,39.92,168.5,0,0,1
2025-01-10 21:00:00,21,6.27,41.95,158.8,0,0,1
2025-01-10 22:00:00,22,6.04,68.36,167.3,0,0,1
2025-01-10 23:00:00,23,6.47,39.32,160.9,0,0,1
2025-01-11 00:00:00,0,5.4,42.62,162.8,0,0,1
2025-01-11 01:00:00,1,5.61,42.02,160.0,0,0,1
2025-01-11 02:00:00,2,4.25,38.69,163.0,0,0,1
2025-01-11 03:00:00,3,5.18,38.45,165.0,0,0,1
2025-01-11 04:00:00,4,3.54,45.39,160.4,0,0,1
2025-01-11 05:00:00,5,5.2,36.78,168.3,0,0,1
2025-01-11 06:00:00,6,5.28,47.95,169.5,0,0,1
2025-01-11 07:00:00,7,6.08,67.09,169.1,0,0,1
2025-01-11 08:00:00,8,6.61,46.92,159.7,1,0,1
2025-01-11 09:00:00,9,6.33,39.23,165.6,0,0,1
2025-01-11 10:00:00,10,8.93,44.43,161.0,0,0,1
2025-01-11 11:00:00,11,8.97,47.59,163.3,0,0,1
2025-01-11 12:00:00,12,9.48,51.95,171.4,0,0,1
2025-01-11 13:00:00,13,8.67,42.66,159.8,0,0,1
2025-01-11 14:00:00,14,10.36,41.5,167.3,0,0,1
2025-01-11 15:00:00,15,10.5,44.38,163.6,0,0,1
2025-01-11 16:00:00,16,9.79,45.54,166.4,0,0,1
2025-01-11 17:00:00,17,9.63,42.83,157.4,0,0,1
2025-01-11 18:00:00,18,10.17,43.42,166.6,1,0,1
2025-01-11 19:00:00,19,9.87,69.71,167.5,0,0,1
2025-01-11 20:00:00,20,8.14,45.94,165.7,0,0,1
2025-01-11 21:00:00,21,7.03,45.96,164.3,0,0,1
2025-01-11 22:00:00,22,5.86,71.11,163.5,0,0,1
2025-01-11 23:00:00,23,5.84,49.89,161.1,0,0,1
2025-01-12 00:00:00,0,4.11,47.23,162.6,0,0,1
2025-01-12 01:00:00,1,4.59,43.52,161.7,0,0,1
2025-01-12 02:00:00,2,3.82,42.02,154.7,0,0,1
2025-01-12 03:00:00,3,3.94,51.09,169.9,0,0,1
2025-01-12 04:00:00,4,5.22,36.23,163.6,0,0,1
