timestamp,temperature_c,humidity_pct,fridge_power_w,front_door_open,fire_alarm,anomaly_class,user_id
2025-01-01 00:00:00,16.91,43.89,138.5,0,0,0,80
2025-01-01 00:05:00,16.12,45.16,139.1,0,0,0,80
2025-01-01 00:10:00,16.24,39.72,140.7,0,0,0,80
2025-01-01 00:15:00,16.87,45.31,148.2,0,0,0,80
2025-01-01 00:20:00,15.83,43.57,149.7,0,0,0,80
2025-01-01 00:25:00,16.86,43.48,143.9,0,0,0,80
2025-01-01 00:30:00,17.47,44.0,149.1,0,0,0,80
2025-01-01 00:35:00,16.14,43.67,145.5,0,0,0,80
2025-01-01 00:40:00,17.41,42.5,161.3,0,0,0,80
2025-01-01 00:45:00,16.07,42.55,143.6,0,0,0,80
2025-01-01 00:50:00,16.86,43.8,141.6,0,0,0,80
2025-01-01 00:55:00,16.7,40.93,146.7,0,0,0,80
2025-01-01 01:00:00,16.61,45.6,142.6,0,0,0,80
2025-01-01 01:05:00,16.9,45.16,146.4,0,0,0,80
2025-01-01 01:10:00,15.96,42.05,142.5,0,0,0,80
2025-01-01 01:15:00,17.1,42.54,141.5,0,0,0,80
2025-01-01 01:20:00,16.52,40.95,142.9,0,0,0,80
2025-01-01 01:25:00,16.41,42.2,132.4,0,0,0,80
2025-01-01 01:30:00,16.56,41.72,142.8,0,0,0,80
2025-01-01 01:35:00,15.94,43.89,124.6,0,0,0,80
2025-01-01 01:40:00,15.45,41.41,131.0,0,0,0,80
2025-01-01 01:45:00,16.82,42.36,129.1,0,0,0,80
2025-01-01 01:50:00,16.44,39.37,122.6,0,0,0,80
2025-01-01 01:55:00,15.94,45.74,129.2,0,0,0,80
2025-01-01 02:00:00,16.49,42.38,131.4,0,0,0,80
2025-01-01 02:05:00,16.88,41.86,126.7,0,0,0,80
2025-01-01 02:10:00,17.33,41.52,132.2,0,0,0,80
2025-01-01 02:15:00,16.23,43.45,132.6,0,0,0,80
2025-01-01 02:20:00,16.19,44.26,130.0,0,0,0,80
2025-01-01 02:25:00,16.31,43.35,121.5,0,0,0,80
2025-01-01 02:30:00,15.37,44.56,124.2,0,0,0,80
2025-01-01 02:35:00,16.22,41.22,126.6,0,0,0,80
2025-01-01 02:40:00,16.11,44.02,129.9,0,0,0,80
2025-01-01 02:45:00,16.0,47.38,135.2,0,0,0,80
2025-01-01 02:50:00,16.15,42.87,137.3,0,0,0,80
2025-01-01 02:55:00,16.25,43.61,136.4,0,0,0,80
2025-01-01 03:00:00,16.96,45.12,143.2,0,0,0,80
2025-01-01 03:05:00,16.22,44.3,136.9,0,0,0,80
2025-01-01 03:10:00,16.02,45.15,147.2,0,0,0,80
2025-01-01 03:15:00,15.46,42.93,146.7,0,0,0,80
2025-01-01 03:20:00,15.87,45.36,139.8,0,0,0,80
2025-01-01 03:25:00,16.08,44.19,160.1,0,0,0,80
