timestamp,hours,temperature_c,humidity_pct,fridge_power_w,front_door_open,fire_alarm,anomaly_class
2025-01-01 00:00:00,0,14.64,36.89,173.6,0,0,0
2025-01-01 01:00:00,1,14.79,34.76,164.1,0,0,0
2025-01-01 02:00:00,2,14.45,41.41,173.7,0,0,0
2025-01-01 03:00:00,3,14.94,43.52,165.8,0,0,0
2025-01-01 04:00:00,4,14.65,45.97,158.5,0,0,0
2025-01-01 05:00:00,5,14.52,38.18,165.7,0,0,0
2025-01-01 06:00:00,6,14.91,38.53,168.3,0,0,0
2025-01-01 07:00:00,7,15.78,62.76,163.6,0,0,0
2025-01-01 08:00:00,8,16.69,37.17,168.6,1,0,0
2025-01-01 09:00:00,9,17.43,38.98,160.0,0,0,0
2025-01-01 10:00:00,10,18.49,38.62,163.6,0,0,0
2025-01-01 11:00:00,11,18.67,34.31,160.2,0,0,0
2025-01-01 12:00:00,12,19.85,41.64,165.5,0,0,0
2025-01-01 13:00:00,13,20.1,42.85,169.2,0,0,0
2025-01-01 14:00:00,14,20.4,43.79,167.3,0,0,0
2025-01-01 15:00:00,15,20.85,43.44,172.6,0,0,0
2025-01-01 16:00:00,16,19.84,37.92,162.8,0,0,0
2025-01-01 17:00:00,17,20.54,46.38,176.5,0,0,0
2025-01-01 18:00:00,18,19.68,38.09,174.5,1,0,0
2025-01-01 19:00:00,19,18.46,72.33,160.5,0,0,0
2025-01-01 20:00:00,20,18.64,35.03,163.0,0,0,0
2025-01-01 21:00:00,21,17.63,33.69,163.0,0,0,0
2025-01-01 22:00:00,22,16.49,69.09,161.0,0,0,0
2025-01-01 23:00:00,23,15.98,36.85,172.5,0,0,0
2025-01-02 00:00:00,0,15.46,43.43,173.0,0,0,0
2025-01-02 01:00:00,1,15.57,45.15,171.0,0,0,0
2025-01-02 02:00:00,2,14.87,42.19,170.0,0,0,0
2025-01-02 03:00:00,3,14.1,36.85,169.6,0,0,0
2025-01-02 04:00:00,4,14.94,39.99,169.8,0,0,0
2025-01-02 05:00:00,5,14.8,38.99,167.3,0,0,0
2025-01-02 06:00:00,6,15.7,40.85,168.2,0,0,0
2025-01-02 07:00:00,7,16.1,57.09,166.9,0,0,0
2025-01-02 08:00:00,8,16.95,38.95,165.7,1,0,0
2025-01-02 09:00:00,9,17.3,36.42,158.7,0,0,0
2025-01-02 10:00:00,10,18.38,40.83,173.2,0,0,0
2025-01-02 11:00:00,11,18.35,37.7,171.5,0,0,0
2025-01-02 12:00:00,12,19.82,39.36,168.0,0,0,0
2025-01-02 13:00:00,13,19.5,42.12,165.8,0,0,0
2025-01-02 14:00:00,14,20.55,43.19,166.5,0,0,0
2025-01-02 15:00:00,15,20.47,39.94,166.8,0,0,0
2025-01-02 16:00:00,16,20.45,43.29,172.5,0,0,0
2025-01-02 17:00:00,17,20.0,40.19,172.0,0,0,0
2025-01-02 18:00:00,18,19.83,40.08,169.1,1,0,0
2025-01-02 19:00:00,19,18.43,65.65,166.2,0,0,0
2025-01-02 20:00:00,20,17.95,34.01,170.0,0,0,0
2025-01-02 21:00:00,21,16.63,39.33,163.1,0,0,0
2025-01-02 22:00:00,22,16.9,68.77,164.4,0,0,0
2025-01-02 23:00:00,23,16.71,35.63,169.7,0,0,0
2025-01-03 00:00:00,0,15.29,40.28,160.8,0,0,0
2025-01-03 01:00:00,1,15.21,39.9,171.0,0,0,0
2025-01-03 02:00:00,2,14.36,37.6,171.1,0,0,0
2025-01-03 03:00:00,3,14.85,39.66,168.0,0,0,0
2025-01-03 04:00:00,4,14.18,45.35,169.4,0,0,0
2025-01-03 05:00:00,5,14.71,40.9,171.1,0,0,0
2025-01-03 06:00:00,6,15.3,32.78,167.3,0,0,0
2025-01-03 07:00:00,7,16.11,60.39,172.3,1,0,0
2025-01-03 08:00:00,8,16.59,40.48,171.1,1,0,0
2025-01-03 09:00:00,9,17.42,45.36,172.8,0,0,0
2025-01-03 10:00:00,10,18.03,38.59,171.9,0,0,0
2025-01-03 11:00:00,11,19.14,39.27,175.7,0,0,0
2025-01-03 12:00:00,12,18.78,34.89,173.5,0,0,0
2025-01-03 13:00:00,13,19.14,37.4,171.7,0,0,0
2025-01-03 14:00:00,14,19.99,37.96,167.5,0,0,0
2025-01-03 15:00:00,15,20.21,40.6,173.4,0,0,0
2025-01-03 16:00:00,16,20.32,39.97,174.7,0,0,0
2025-01-03 17:00:00,17,19.86,39.52,160.8,1,0,0
2025-01-03 18:00:00,18,19.43,40.32,168.1,1,0,0
2025-01-03 19:00:00,19,18.67,56.93,169.6,0,0,0
2025-01-03 20:00:00,20,17.55,38.37,170.1,0,0,0
2025-01-03 21:00:00,21,16.72,45.38,174.5,0,0,0
2025-01-03 22:00:00,22,16.38,67.4,165.4,0,0,0
2025-01-03 23:00:00,23,15.37,37.33,160.7,0,0,0
2025-01-04 00:00:00,0,14.57,44.94,172.2,0,0,0
2025-01-04 01:00:00,1,15.06,44.09,176.3,0,0,0
2025-01-04 02:00:00,2,14.72,42.11,176.7,0,0,0
2025-01-04 03:00:00,3,14.09,39.18,167.2,0,0,0
2025-01-04 04:00:00,4,15.04,37.24,163.4,0,0,0
2025-01-04 05:00:00,5,14.79,41.17,172.5,0,0,0
2025-01-04 06:00:00,6,15.97,38.72,177.6,0,0,0
2025-01-04 07:00:00,7,16.17,65.69,171.7,0,0,0
2025-01-04 08:00:00,8,16.56,45.26,174.4,1,0,0
2025-01-04 09:00:00,9,17.02,40.87,169.5,0,0,0
2025-01-04 10:00:00,10,18.17,39.46,171.0,0,0,0
2025-01-04 11:00:00,11,18.85,38.79,170.2,0,0,0
2025-01-04 12:00:00,12,18.84,42.94,166.5,0,0,0
2025-01-04 13:00:00,13,19.52,47.74,172.0,0,0,0
2025-01-04 14:00:00,14,19.81,38.16,173.6,0,0,0
2025-01-04 15:00:00,15,20.19,38.6,170.3,0,0,0
2025-01-04 16:00:00,16,20.31,34.6,171.6,0,0,0
2025-01-04 17:00:00,17,19.4,40.69,167.5,0,0,0
2025-01-04 18:00:00,18,19.42,40.18,171.6,1,0,0
2025-01-04 19:00:00,19,19.46,67.01,173.5,0,0,0
2025-01-04 20:00:00,20,18.15,39.84,172.5,0,0,0
2025-01-04 21:00:00,21,17.37,42.0,175.3,0,0,0
2025-01-04 22:00:00,22,16.61,70.87,173.0,0,0,0
2025-01-04 23:00:00,23,16.09,42.31,172.5,0,0,0
2025-01-05 00:00:00,0,14.87,36.95,174.3,0,0,0
2025-01-05 01:00:00,1,14.6,37.98,178.3,0,0,0
2025-01-05 02:00:00,2,15.01,35.92,177.3,0,0,0
2025-01-05 03:00:00,3,14.47,43.85,165.4,0,0,0
2025-01-05 04:00:00,4,14.49,36.96,172.4,0,0,0
2025-01-05 05:00:00,5,15.14,36.94,172.4,0,0,0
2025-01-05 06:00:00,6,15.21,42.23,172.6,0,0,0
2025-01-05 07:00:00,7,15.69,68.51,180.4,0,0,0
2025-01-05 08:00:00,8,16.65,38.2,169.3,1,0,0
2025-01-05 09:00:00,9,17.18,36.51,167.6,0,0,0
2025-01-05 10:00:00,10,18.27,41.37,168.3,0,0,0
2025-01-05 11:00:00,11,18.9,40.08,177.3,0,0,0
2025-01-05 12:00:00,12,19.86,37.18,177.6,0,0,0
2025-01-05 13:00:00,13,20.62,42.82,168.9,0,0,0
2025-01-05 14:00:00,14,19.86,35.61,173.2,0,0,0
2025-01-05 15:00:00,15,20.1,44.25,164.0,0,0,0
2025-01-05 16:00:00,16,20.34,33.83,164.5,0,0,0
2025-01-05 17:00:00,17,20.24,39.03,175.7,0,0,0
2025-01-05 18:00:00,18,19.57,43.47,163.5,1,0,0
2025-01-05 19:00:00,19,19.14,61.67,174.0,0,0,0
2025-01-05 20:00:00,20,18.27,39.52,168.4,0,0,0
2025-01-05 21:00:00,21,16.95,39.57,172.1,0,0,0
2025-01-05 22:00:00,22,16.92,70.02,175.6,0,0,0
2025-01-05 23:00:00,23,16.1,39.85,161.9,0,0,0
2025-01-06 00:00:00,0,15.48,41.33,170.5,0,0,0
2025-01-06 01:00:00,1,15.06,29.5,172.1,0,0,0
2025-01-06 02:00:00,2,14.43,40.39,180.2,0,0,0
2025-01-06 03:00:00,3,14.46,38.99,170.2,0,0,0
2025-01-06 04:00:00,4,14.51,34.78,169.0,0,0,0
2025-01-06 05:00:00,5,14.79,45.72,166.2,0,0,0
2025-01-06 06:00:00,6,15.29,43.96,170.6,0,0,0
2025-01-06 07:00:00,7,15.3,58.74,167.4,0,0,0
2025-01-06 08:00:00,8,16.35,44.42,175.8,1,0,0
2025-01-06 09:00:00,9,17.73,38.19,177.3,0,0,0
2025-01-06 10:00:00,10,17.95,42.57,178.3,0,0,0
2025-01-06 11:00:00,11,18.54,42.16,169.4,0,0,0
2025-01-06 12:00:00,12,19.98,40.52,176.0,0,0,0
2025-01-06 13:00:00,13,19.57,38.19,176.5,0,0,0
2025-01-06 14:00:00,14,19.97,33.88,166.8,0,0,0
2025-01-06 15:00:00,15,20.6,42.91,168.3,0,0,0
2025-01-06 16:00:00,16,19.95,36.58,173.0,0,0,0
2025-01-06 17:00:00,17,19.88,39.97,170.0,0,0,0
2025-01-06 18:00:00,18,18.67,38.47,169.8,1,0,0
2025-01-06 19:00:00,19,18.78,70.9,176.3,0,0,0
2025-01-06 20:00:00,20,18.02,37.63,170.1,0,0,0
2025-01-06 21:00:00,21,18.16,38.21,162.6,0,0,0
2025-01-06 22:00:00,22,16.35,57.17,174.3,0,0,0
2025-01-06 23:00:00,23,16.11,40.89,168.8,0,0,0
2025-01-07 00:00:00,0,15.46,45.67,168.1,0,0,0
2025-01-07 01:00:00,1,14.9,39.99,165.9,0,0,0
2025-01-07 02:00:00,2,14.59,39.64,174.7,0,0,0
2025-01-07 03:00:00,3,14.49,47.71,178.6,0,0,0
2025-01-07 04:00:00,4,14.85,35.21,167.9,0,0,0
2025-01-07 05:00:00,5,15.06,45.1,173.0,0,0,0
2025-01-07 06:00:00,6,15.54,40.72,174.6,0,0,0
2025-01-07 07:00:00,7,15.59,74.88,169.1,0,0,0
2025-01-07 08:00:00,8,16.25,37.86,170.1,1,0,0
2025-01-07 09:00:00,9,17.42,43.5,173.2,0,0,0
2025-01-07 10:00:00,10,18.39,41.02,167.7,0,0,0
2025-01-07 11:00:00,11,19.72,38.93,170.3,0,0,0
2025-01-07 12:00:00,12,19.5,40.12,166.2,0,0,0
2025-01-07 13:00:00,13,19.99,37.18,168.9,0,0,0
2025-01-07 14:00:00,14,20.08,40.08,176.1,0,0,0
2025-01-07 15:00:00,15,20.35,39.35,160.9,0,0,0
2025-01-07 16:00:00,16,19.84,33.58,168.8,0,0,0
2025-01-07 17:00:00,17,20.03,43.48,164.0,0,0,0
2025-01-07 18:00:00,18,19.71,36.37,165.4,1,0,0
2025-01-07 19:00:00,19,18.71,63.85,169.2,0,0,0
2025-01-07 20:00:00,20,18.61,37.38,166.9,0,0,0
2025-01-07 21:00:00,21,17.06,43.49,168.4,0,0,0
2025-01-07 22:00:00,22,16.8,63.33,169.9,0,0,0
2025-01-07 23:00:00,23,16.66,42.87,161.8,0,0,0
2025-01-08 00:00:00,0,14.77,45.58,166.3,0,0,0
2025-01-08 01:00:00,1,14.82,41.54,165.2,0,0,0
2025-01-08 02:00:00,2,14.61,42.9,170.9,0,0,0
2025-01-08 03:00:00,3,14.23,37.17,169.3,0,0,0
2025-01-08 04:00:00,4,14.36,39.2,165.6,0,0,0
2025-01-08 05:00:00,5,14.91,37.91,161.7,0,0,0
2025-01-08 06:00:00,6,15.04,37.96,166.4,0,0,0
2025-01-08 07:00:00,7,15.8,57.16,170.5,0,0,0
2025-01-08 08:00:00,8,16.72,40.49,167.5,1,0,0
2025-01-08 09:00:00,9,17.42,36.23,165.0,0,0,0
2025-01-08 10:00:00,10,17.85,37.34,171.5,0,0,0
2025-01-08 11:00:00,11,18.91,36.66,161.7,0,0,0
2025-01-08 12:00:00,12,19.77,40.07,166.6,0,0,0
2025-01-08 13:00:00,13,19.42,39.88,167.2,0,0,0
2025-01-08 14:00:00,14,19.38,44.14,157.7,0,0,0
2025-01-08 15:00:00,15,21.17,39.44,161.1,0,0,0
2025-01-08 16:00:00,16,20.1,40.34,164.7,0,0,0
2025-01-08 17:00:00,17,20.61,38.62,162.6,0,0,0
2025-01-08 18:00:00,18,19.12,40.95,167.4,1,0,0
2025-01-08 19:00:00,19,18.76,72.97,162.9,0,0,0
2025-01-08 20:00:00,20,17.99,42.31,171.2,0,0,0
2025-01-08 21:00:00,21,17.43,39.93,168.7,0,0,0
2025-01-08 22:00:00,22,16.43,63.42,169.0,0,0,0
2025-01-08 23:00:00,23,15.48,34.35,165.2,0,0,0
2025-01-09 00:00:00,0,15.06,35.78,164.5,0,0,0
2025-01-09 01:00:00,1,15.2,47.01,169.1,0,0,0
2025-01-09 02:00:00,2,14.42,41.46,164.1,0,0,0
2025-01-09 03:00:00,3,14.31,42.95,164.2,0,0,0
2025-01-09 04:00:00,4,14.54,38.67,160.3,0,0,0
2025-01-09 05:00:00,5,14.88,43.04,165.0,0,0,0
2025-01-09 06:00:00,6,15.18,39.59,168.1,0,0,0
2025-01-09 07:00:00,7,16.06,66.65,157.2,0,0,0
2025-01-09 08:00:00,8,16.42,41.65,167.9,1,0,0
2025-01-09 09:00:00,9,17.2,41.34,163.5,0,0,0
2025-01-09 10:00:00,10,18.09,37.81,168.5,0,0,0
2025-01-09 11:00:00,11,18.66,41.59,168.8,0,0,0
2025-01-09 12:00:00,12,19.79,43.36,163.4,0,0,0
2025-01-09 13:00:00,13,19.62,35.94,163.9,0,0,0
2025-01-09 14:00:00,14,20.27,35.17,164.0,0,0,0
2025-01-09 15:00:00,15,19.98,44.23,171.0,0,0,0
2025-01-09 16:00:00,16,20.62,39.73,166.1,0,0,0
2025-01-09 17:00:00,17,19.26,37.73,167.0,0,0,0
2025-01-09 18:00:00,18,19.08,33.57,166.4,1,0,0
2025-01-09 19:00:00,19,19.1,61.38,165.0,0,0,0
2025-01-09 20:00:00,20,18.17,40.29,169.5,0,0,0
2025-01-09 21:00:00,21,17.08,40.07,160.5,0,0,0
2025-01-09 22:00:00,22,17.44,69.7,170.6,0,0,0
2025-01-09 23:00:00,23,15.77,37.92,165.1,0,0,0
2025-01-10 00:00:00,0,14.51,38.73,167.2,0,0,0
2025-01-10 01:00:00,1,14.72,38.39,166.0,0,0,0
2025-01-10 02:00:00,2,13.86,38.11,166.5,0,0,0
2025-01-10 03:00:00,3,14.72,46.62,160.9,0,0,0
2025-01-10 04:00:00,4,14.43,46.8,167.9,0,0,0
2025-01-10 05:00:00,5,15.09,45.34,171.1,0,0,0
2025-01-10 06:00:00,6,15.28,38.01,169.3,0,0,0
2025-01-10 07:00:00,7,16.36,53.09,158.4,0,0,0
2025-01-10 08:00:00,8,16.7,38.02,166.4,1,0,0
2025-01-10 09:00:00,9,17.17,35.35,161.7,0,0,0
2025-01-10 10:00:00,10,18.11,37.23,160.0,0,0,0
2025-01-10 11:00:00,11,18.97,44.99,166.8,0,0,0
2025-01-10 12:00:00,12,19.18,41.99,165.0,0,0,0
2025-01-10 13:00:00,13,20.27,33.13,166.9,0,0,0
2025-01-10 14:00:00,14,20.08,36.87,164.3,0,0,0
2025-01-10 15:00:00,15,20.07,40.46,168.0,0,0,0
2025-01-10 16:00:00,16,19.92,39.67,169.8,0,0,0
2025-01-10 17:00:00,17,19.71,39.35,159.8,0,0,0
2025-01-10 18:00:00,18,19.24,40.47,164.3,1,0,0
