timestamp,temperature_c,humidity_pct,fridge_power_w,front_door_open,fire_alarm,anomaly_class,user_id
2025-01-01 00:00:00,18.12,44.32,167.5,0,0,0,44
2025-01-01 00:05:00,17.5,42.97,170.5,0,0,0,44
2025-01-01 00:10:00,17.66,49.53,169.4,0,0,0,44
2025-01-01 00:15:00,17.82,46.8,157.6,0,0,0,44
2025-01-01 00:20:00,18.09,49.47,171.9,0,0,0,44
2025-01-01 00:25:00,17.74,45.37,176.1,0,0,0,44
2025-01-01 00:30:00,17.46,47.53,176.1,0,0,0,44
2025-01-01 00:35:00,16.68,47.52,168.0,0,0,0,44
2025-01-01 00:40:00,18.22,44.86,182.2,0,0,0,44
2025-01-01 00:45:00,17.55,44.34,170.3,0,0,0,44
2025-01-01 00:50:00,18.85,45.72,171.8,0,0,0,44
2025-01-01 00:55:00,17.94,44.23,172.0,0,0,0,44
2025-01-01 01:00:00,18.07,48.58,168.5,0,0,0,44
2025-01-01 01:05:00,17.33,46.23,175.1,0,0,0,44
2025-01-01 01:10:00,17.43,47.08,162.2,0,0,0,44
2025-01-01 01:15:00,17.39,48.38,165.0,0,0,0,44
2025-01-01 01:20:00,17.19,48.86,176.7,0,0,0,44
2025-01-01 01:25:00,17.8,47.8,166.6,0,0,0,44
2025-01-01 01:30:00,17.5,46.4,157.8,0,0,0,44
2025-01-01 01:35:00,17.48,45.98,164.2,0,0,0,44
2025-01-01 01:40:00,17.77,46.33,159.9,0,0,0,44
2025-01-01 01:45:00,17.45,45.76,152.0,0,0,0,44
2025-01-01 01:50:00,17.3,46.06,157.3,0,0,0,44
2025-01-01 01:55:00,17.74,46.7,159.5,0,0,0,44
2025-01-01 02:00:00,17.86,46.32,158.0,0,0,0,44
2025-01-01 02:05:00,17.36,45.74,153.6,0,0,0,44
2025-01-01 02:10:00,17.54,44.15,151.6,0,0,0,44
2025-01-01 02:15:00,17.64,43.25,154.8,0,0,0,44
2025-01-01 02:20:00,17.88,45.86,153.6,0,0,0,44
2025-01-01 02:25:00,18.28,45.81,147.3,0,0,0,44
2025-01-01 02:30:00,17.33,44.85,160.7,0,0,0,44
2025-01-01 02:35:00,17.18,43.51,156.7,0,0,0,44
2025-01-01 02:40:00,17.28,45.33,154.8,0,0,0,44
2025-01-01 02:45:00,17.61,45.12,169.5,0,0,0,44
2025-01-01 02:50:00,18.72,43.71,158.7,0,0,0,44
2025-01-01 02:55:00,17.55,45.02,162.6,0,0,0,44
2025-01-01 03:00:00,17.2,45.2,160.1,0,0,0,44
2025-01-01 03:05:00,17.85,43.56,167.7,0,0,0,44
2025-01-01 03:10:00,17.49,43.91,179.5,0,0,0,44
2025-01-01 03:15:00,17.45,47.24,171.8,0,0,0,44
2025-01-01 03:20:00,17.25,45.17,171.7,0,0,0,44
2025-01-01 03:25:00,16.77,45.93,167.0,0,0,0,44
2025-01-01 03:30:00,17.42,46.25,175.0,0,0,0,44
2025-01-01 03:35:00,17.28,48.89,184.7,0,1,5,44
2025-01-01 03:40:00,16.27,44.7,181.6,0,1,5,44
2025-01-01 03:45:00,18.1,45.4,161.0,0,1,5,44
2025-01-01 03:50:00,17.56,48.56,171.0,0,0,0,44
2025-01-01 03:55:00,17.65,48.22,180.4,0,0,0,44
2025-01-01 04:00:00,17.54,47.87,168.9,0,0,0,44
2025-01-01 04:05:00,17.44,48.1,165.8,0,0,0,44
2025-01-01 04:10:00,16.64,49.49,168.5,0,0,0,44
2025-01-01 04:15:00,17.79,45.57,170.0,0,0,0,44
2025-01-01 04:20:00,17.0,46.91,159.2,0,0,0,44
2025-01-01 04:25:00,17.86,45.56,167.8,0,0,0,44
2025-01-01 04:30:00,17.94,46.39,160.1,0,0,0,44
2025-01-01 04:35:00,17.51,45.06,162.2,0,0,0,44
2025-01-01 04:40:00,17.59,45.66,158.0,0,0,0,44
2025-01-01 04:45:00,17.92,45.87,155.3,0,0,0,44
2025-01-01 04:50:00,17.97,47.77,153.8,0,0,0,44
2025-01-01 04:55:00,18.31,44.01,158.9,0,0,0,44
2025-01-01 05:00:00,18.27,44.5,155.3,0,0,0,44
2025-01-01 05:05:00,18.36,45.26,156.8,0,0,0,44
2025-01-01 05:10:00,18.9,49.51,152.3,0,0,0,44
2025-01-01 05:15:00,17.6,47.95,152.9,0,0,0,44
2025-01-01 05:20:00,13.07,45.16,157.3,0,0,1,44
2025-01-01 05:25:00,13.28,44.8,153.1,0,0,1,44
2025-01-01 05:30:00,13.07,50.59,169.0,0,0,1,44
2025-01-01 05:35:00,12.72,43.7,161.6,0,0,1,44
2025-01-01 05:40:00,13.01,44.83,156.8,0,0,1,44
2025-01-01 05:45:00,12.82,44.91,165.1,0,0,1,44
2025-01-01 05:50:00,13.27,49.7,167.3,0,0,1,44
2025-01-01 05:55:00,12.95,46.64,175.3,0,0,1,44
2025-01-01 06:00:00,12.64,45.15,173.6,0,0,1,44
2025-01-01 06:05:00,12.82,47.84,173.2,0,0,1,44
2025-01-01 06:10:00,13.77,42.55,168.1,0,0,1,44
2025-01-01 06:15:00,13.73,48.04,169.0,0,0,1,44
2025-01-01 06:20:00,17.69,47.54,174.3,0,0,0,44
2025-01-01 06:25:00,18.66,44.13,175.3,0,0,0,44
2025-01-01 06:30:00,18.38,48.51,178.7,0,0,0,44
2025-01-01 06:35:00,18.61,47.41,173.0,0,0,0,44
2025-01-01 06:40:00,19.75,45.5,162.4,0,0,0,44
2025-01-01 06:45:00,19.21,45.48,169.6,0,0,0,44
2025-01-01 06:50:00,19.66,48.36,167.9,0,0,0,44
2025-01-01 06:55:00,18.77,45.19,162.3,0,0,0,44
2025-01-01 07:00:00,19.54,63.21,178.6,0,0,0,44
2025-01-01 07:05:00,18.81,69.88,171.8,0,0,0,44
2025-01-01 07:10:00,19.0,70.09,166.5,0,0,0,44
2025-01-01 07:15:00,18.62,73.61,167.4,0,0,0,44
2025-01-01 07:20:00,19.36,70.71,160.9,0,0,0,44
2025-01-01 07:25:00,19.07,65.26,155.4,0,0,0,44
2025-01-01 07:30:00,19.6,67.06,159.8,0,0,0,44
2025-01-01 07:35:00,19.85,76.32,162.0,0,0,0,44
2025-01-01 07:40:00,19.44,68.27,160.0,0,0,0,44
2025-01-01 07:45:00,19.03,75.06,158.0,0,0,0,44
2025-01-01 07:50:00,19.03,75.36,156.8,0,0,0,44
2025-01-01 07:55:00,20.08,71.2,146.0,0,0,0,44
2025-01-01 08:00:00,19.84,46.8,151.0,1,0,0,44
2025-01-01 08:05:00,19.88,47.92,157.4,1,0,0,44
2025-01-01 08:10:00,20.0,44.48,158.1,0,0,0,44
2025-01-01 08:15:00,20.56,47.63,151.2,0,0,0,44
2025-01-01 08:20:00,20.55,45.72,155.8,0,0,0,44
2025-01-01 08:25:00,19.73,46.22,162.0,0,0,0,44
2025-01-01 08:30:00,20.38,50.32,167.5,0,0,0,44
2025-01-01 08:35:00,19.94,44.23,166.1,0,0,0,44
2025-01-01 08:40:00,21.78,43.77,167.4,0,0,0,44
2025-01-01 08:45:00,20.08,46.75,173.3,0,0,0,44
2025-01-01 08:50:00,20.04,47.9,169.7,0,0,0,44
2025-01-01 08:55:00,19.6,46.9,171.4,0,0,0,44
2025-01-01 09:00:00,20.28,44.54,170.4,0,0,0,44
2025-01-01 09:05:00,21.11,46.83,176.2,0,0,0,44
2025-01-01 09:10:00,19.97,46.75,179.6,0,0,0,44
2025-01-01 09:15:00,20.8,44.19,172.2,0,0,0,44
2025-01-01 09:20:00,20.73,45.82,177.4,0,0,0,44
2025-01-01 09:25:00,20.15,47.98,170.0,0,0,0,44
2025-01-01 09:30:00,20.96,48.3,174.3,0,0,0,44
2025-01-01 09:35:00,20.5,47.48,171.4,0,0,0,44
2025-01-01 09:40:00,20.53,41.53,180.0,0,0,0,44
2025-01-01 09:45:00,20.67,45.85,164.1,0,0,0,44
2025-01-01 09:50:00,21.76,44.13,162.9,0,0,0,44
2025-01-01 09:55:00,21.75,45.8,163.9,0,0,0,44
2025-01-01 10:00:00,21.23,46.96,161.5,0,0,0,44
2025-01-01 10:05:00,21.21,46.52,153.9,0,0,0,44
2025-01-01 10:10:00,21.57,49.0,162.4,0,0,0,44
2025-01-01 10:15:00,21.76,43.61,164.2,0,0,0,44
2025-01-01 10:20:00,22.39,48.48,154.0,0,0,0,44
2025-01-01 10:25:00,20.68,46.5,170.4,0,0,0,44
2025-01-01 10:30:00,21.06,44.55,154.7,0,0,0,44
2025-01-01 10:35:00,21.29,45.32,142.8,0,0,0,44
2025-01-01 10:40:00,21.9,45.11,165.0,0,0,0,44
2025-01-01 10:45:00,21.61,44.83,165.8,0,0,0,44
2025-01-01 10:50:00,22.08,49.25,156.8,0,0,0,44
2025-01-01 10:55:00,22.01,46.4,155.4,0,0,0,44
2025-01-01 11:00:00,22.17,44.14,149.0,0,0,0,44
2025-01-01 11:05:00,22.15,42.65,159.7,0,0,0,44
2025-01-01 11:10:00,22.36,44.15,168.5,0,0,0,44
2025-01-01 11:15:00,22.33,44.94,159.5,0,0,0,44
2025-01-01 11:20:00,21.55,41.54,151.2,0,0,0,44
2025-01-01 11:25:00,22.08,46.52,160.6,0,0,0,44
2025-01-01 11:30:00,22.49,41.55,168.9,0,0,0,44
2025-01-01 11:35:00,22.94,51.23,168.2,0,0,0,44
2025-01-01 11:40:00,22.53,45.77,174.3,0,0,0,44
2025-01-01 11:45:00,21.68,49.03,170.3,0,0,0,44
2025-01-01 11:50:00,22.18,43.6,168.6,0,0,0,44
2025-01-01 11:55:00,22.26,45.25,174.6,0,0,0,44
2025-01-01 12:00:00,22.86,45.04,167.7,0,0,0,44
2025-01-01 12:05:00,23.07,44.88,166.6,0,0,0,44
2025-01-01 12:10:00,22.42,42.46,180.1,0,0,0,44
2025-01-01 12:15:00,22.43,45.01,171.7,0,0,0,44
2025-01-01 12:20:00,22.39,45.96,172.7,0,0,0,44
2025-01-01 12:25:00,22.78,47.41,177.6,0,0,0,44
2025-01-01 12:30:00,22.97,42.33,173.0,0,0,0,44
2025-01-01 12:35:00,23.1,48.24,173.7,0,0,0,44
2025-01-01 12:40:00,23.1,47.27,176.3,0,0,0,44
2025-01-01 12:45:00,23.6,45.35,169.5,0,0,0,44
2025-01-01 12:50:00,23.32,45.31,167.6,0,0,0,44
2025-01-01 12:55:00,22.19,48.11,162.2,0,0,0,44
2025-01-01 13:00:00,23.87,45.72,146.8,0,0,0,44
2025-01-01 13:05:00,22.99,45.44,169.6,0,0,0,44
2025-01-01 13:10:00,22.31,44.39,153.5,0,0,0,44
2025-01-01 13:15:00,22.52,48.97,159.8,0,0,0,44
2025-01-01 13:20:00,23.54,46.39,156.7,0,0,0,44
2025-01-01 13:25:00,23.69,48.15,151.2,0,0,0,44
2025-01-01 13:30:00,23.61,43.97,149.4,0,0,0,44
2025-01-01 13:35:00,23.56,46.61,154.0,0,0,0,44
2025-01-01 13:40:00,24.12,46.6,155.6,0,0,0,44
